Age,Birth_Place,College,Current_Team,Experience,Position,Last_Name,First_Name
29,"Alexandria , VA",Nebraska,,6 Seasons,,Asante, Larry
57,"Pahokee , FL",Florida,,4 Seasons,,Golden, Tim
77,"Manhattan , KS",Oregon,,7 Seasons,,Inman, Jerry
34,"Towanda , PA",Penn State,,4 Seasons,,Kilmer, Ethan
61,"Coffeyville , KS",Kansas,,6 Seasons,,Beeson, Terry
73,"Crockett , TX",Texas,,7 Seasons,,Lammons, Pete
64,"Wheeling , WV",Cincinnati,,10 Seasons,,West, Jeff
,"Pittsburgh , PA",Louisville,,18 Seasons,,Unitas, Johnny
40,"Gainesville , GA",Oregon,,8 Seasons,,Johnson, Pat
,"Des Moines , IA",Drake,,5 Seasons,,Nesbitt, Dick
32,"Canadian , TX",Arkansas,Green Bay Packers,10th season,LS,Goode, Brett
,,Missouri,,3 Seasons,,Carpenter, Jack
33,"Newport News , VA",Virginia Tech,,1 Season,,Vick, Marcus
28,"Sweetwater , TX",Texas-El Paso,Buffalo Bills,4th season,RB,Banyard, Joe
,"San Diego , CA",Colorado,,4 Seasons,,Salaam, Rashaan
33,"Lancaster , CA",Cal Poly-S.L.O.,,7 Seasons,,Gocong, Chris
26,,Cornell,,1 Season,,Tasker, Luke
32,,Penn State,,1 Season,,Scott, Austin
61,"Murray , UT",Arizona State,,12 Seasons,,Hardy, Bruce
27,"Albuquerque , NM",Nebraska,Denver Broncos,6th season,DE,Crick, Jared
27,"Seattle , WA",Washington,New Orleans Saints,5th season,G,Kelemete, Senio
24,"Johns Creek , GA",Georgia,New England Patriots,3rd season,C,Andrews, David
31,"Dublin , GA",Middle Tennessee State,Indianapolis Colts,10th season,OLB,Walden, Erik
52,"New York , NY",Clemson,,5 Seasons,,Flagler, Terrence
54,"Tulsa , OK",Tulsa,,2 Seasons,,Lilly, Kevin
,"Rock Island , IL",Illinois,,1 Season,,Anderson, Paul
25,St. Croix U.S. Virgin Islands,Duke,Denver Broncos,4th season,RB,Thompson, Juwan
,"Nekoosa , WI",Northwestern,,6 Seasons,,Manske, Eggs
,"Stephens , AR",Compton CC CA,,16 Seasons,,Perry, Joe
,"Fairmont , WV",Ohio State,,6 Seasons,,Adamle, Tony
40,"Beaumont , TX",North Texas,,2 Seasons,,Baker, John
29,"Cliffside Park , NJ",West Virginia,,5 Seasons,,Neild, Chris
,"Overland , MO",Missouri,,5 Seasons,,Pepper, Gene
,"Hammond , IN",Wisconsin,,1 Season,,Faverty, Hal
,"Burbank , CA",Army,,2 Seasons,,Davis, Glenn
35,"Redwood City , CA",Stanford,,7 Seasons,,Camarillo, Greg
,"Washington , DC",Northern Virginia CC,,8 Seasons,,Leypoldt, John
27,"Mobile , AL",Alabama,Los Angeles Rams,6th season,OLB,Barron, Mark
,"Fort Worth , TX",Geneva,,2 Seasons,,Flenniken, Mack
43,"Stroud , OK",Tulsa,,1 Season,,Newnam, Brian
25,"Woodstock , IL",Illinois State,Tampa Bay Buccaneers,1st season,OG,Liedtke, Michael
,"Gonzales , TX",Texas,,2 Seasons,,Kelley, Ed
29,"Orange , CA",Fresno State,,6 Seasons,,Malone, Robert
23,,West Virginia,Tampa Bay Buccaneers,Rookie,DB,Fleming, Maurice
23,,Minnesota,,1 Season,,Wells, Derrick
27,"Gretna , LA",LSU,Indianapolis Colts,5th season,DE,Edwards, Lavar
28,Monterrey Mexico,Harding,,2 Seasons,,Carmona, Eddy
61,"Rochester , PA",Cincinnati,,4 Seasons,,Rains, Dan
,"Milwaukee , WI",No College,,1 Season,,Kliebhan, Adolph
,"Alexandria , MN",North Dakota,,2 Seasons,,Kahl, Cy
55,"East St. Louis , IL",Kansas,,3 Seasons,,Johnson, Bobby
,"Seattle , WA",Gonzaga,,1 Season,,Karamatic, George
51,"Carmichael , CA",San Diego State,,7 Seasons,,Faryniarz, Brett
30,"College Park , GA",South Carolina,,1 Season,,Thomas, Carlos
29,"Oak Park , IL",Notre Dame,Buffalo Bills,8th season,DB,Brown, Sergio
54,"Miami , FL",Hampton,,1 Season,,Readon, Ike
51,"Houston , TX",Texas Christian,,2 Seasons,,Davis, Darrell
49,,Howard,,1 Season,,Westbrooks, David
29,"Madison , MS",Central Arkansas,,2 Seasons,,Hart, Larry
28,"Richmond , VA",Miami (Fla.),,3 Seasons,,Epps, Dedrick
32,"Los Angeles , CA",Kansas,,3 Seasons,,Gordon, Charles
49,"Cleveland , OH",Miami (Fla.),,3 Seasons,,Carroll, Wesley
,"Columbus , OH",Ohio State,,2 Seasons,,Ferguson, Bob
24,"Wexford , PA",Rutgers,Denver Broncos,1st season,LB,Snyder, Kevin
,"Mount Clemens , MI",Michigan State,,1 Season,,Lee, Dwight
42,"Corvallis , OR",Stanford,,11 Seasons,,Badger, Brad
,"Chester , PA",Fordham,,1 Season,,Nacrelli, Andy
31,"San Mateo , CA",Arizona State,,7 Seasons,,Fanaika, Paul
37,"Boynton Beach , FL",Massachusetts,,10 Seasons,,Cain, Jeremy
32,"Houston , TX",Texas Christian,,6 Seasons,,Taylor, Herb
32,"Laurel , MS",Mississippi College,,3 Seasons,,Allen, Jake
26,"Fresno , CA",Fresno State,Oakland Raiders,4th season,QB,Carr, Derek
,"South Bend , IN",Notre Dame,,3 Seasons,,Nemeth, Steve
47,"Greenville , SC",Sacramento State,,2 Seasons,,Kirksey, Jon
29,,Utah,,2 Seasons,,Taylor, Zane
66,"Chicago , IL",Purdue,,7 Seasons,,Baumgartner, Steve
25,"San Diego , CA",Stanford,,1 Season,,Seale, Ricky
23,,Rutgers,Denver Broncos,Rookie,OG,Muller, Chris
74,"Bryn Mawr , PA",Oregon State,,1 Season,,Scott, Lew
,"Vandergrift , PA",Notre Dame,,4 Seasons,,Mastrangelo, John
57,"Minneapolis , MN",Nebraska,,7 Seasons,,Gary, Russell
,"Chicago , IL",Chicago,,6 Seasons,,Annan, Dunc
66,"Camden , NJ",Virginia State,,1 Season,,Davis, Ron
25,"Belmar , NJ",Monmouth (N.J.),Jacksonville Jaguars,3rd season,TE,Sterling, Neal
53,"San Fernando , CA",Northern Arizona,,3 Seasons,,Gibson, Tom
,"Philadelphia , PA",Memphis,,10 Seasons,,Schuh, Harry
22,,Pittsburgh,Baltimore Ravens,Rookie,LB,Bradley, Bam
52,"New Orleans , LA",Southern University,,6 Seasons,,Ball, Michael
56,"Waco , TX",Tulsa,,3 Seasons,,Lacy, Ken
53,"Calhoun City , MS",Richmond,,1 Season,,Armstrong, John
,"Beaver Falls , PA",Akron,,3 Seasons,,Haley, Art
73,"Norristown , PA",Morgan State,,4 Seasons,,Scott, Clarence
,"Johnstown , PA",Case Western Reserve,,7 Seasons,,Badaczewski, John
66,,Tampa,,1 Season,,Wakefield, Mark
53,"Biddleford , ME",Boston U.,,2 Seasons,,Gadbois, Dennis
26,"Petersburg , VA",Richmond,New York Giants,4th season,DE,Wynn, Kerry
25,"Fairview , OH",Michigan,Green Bay Packers,3rd season,ILB,Ryan, Jake
24,"Huntsville , AL",Vanderbilt,Philadelphia Eagles,4th season,WR,Matthews, Jordan
38,"Anniston , AL",Arkansas,,5 Seasons,,Caver, Quinton
25,"Sykesville , MD",Pennsylvania,Detroit Lions,3rd season,OLB,Copeland, Brandon
53,"Chicago , IL",Idaho,,2 Seasons,,Yarber, Eric
74,"Memphis , TN",Georgia Tech,,7 Seasons,,Davis, Ted
63,"Mesa , AZ",Brigham Young,,6 Seasons,,Oates, Brad
,"St. Cloud , MN",Davis & Elkins,,1 Season,,Rengel, Neil
55,"Los Angeles , CA",USC,,3 Seasons,,Ware, Timmie
76,"Houston , TX",Arkansas,,11 Seasons,,Alworth, Lance
55,"Marrero , LA",Mississippi,,1 Season,,Fourcade, Keith
58,"Chicago , IL",DePauw,,2 Seasons,,Finzer, Dave
35,"Lawton , OK",Oklahoma,,2 Seasons,,Perkins, Antonio
30,"Fairfax , VA",Virginia Tech,,4 Seasons,,Wang, Ed
46,,Florida State,,1 Season,,Jackson, Sean
57,"San Diego , CA",USC,,16 Seasons,,Allen, Marcus
26,"Chicago , IL",Ohio State,Minnesota Vikings,2nd season,OT,Fragel, Reid
27,,Temple,,1 Season,,Madison, Colin
29,"Detroit , MI",Michigan,Philadelphia Eagles,8th season,DE,Graham, Brandon
31,"Indianapolis , IN",Purdue,,5 Seasons,,Keglar, Stanford
32,"Lauderhill , FL",Clark Atlanta,,4 Seasons,,Johnson, Curtis
,"Kansas City , KS",Kansas,,1 Season,,Evans, Ray
30,,Brown,,2 Seasons,,Farnham, Buddy
,"Glendale , CA",Idaho,,9 Seasons,,Norton, Jim
49,,Texas,,1 Season,,Hackemack, Ken
24,"Brent , AL",Alabama-Birmingham,,1 Season,,Watkins, Diaheem
43,"Honolulu , HI",Stephen F. Austin St.,,2 Seasons,,Ritchey, James
22,Seoul South Korea,Georgia Southern,Los Angeles Chargers,Rookie,K,Koo, Younghoe
35,"Plant City , FL",Rutgers,,8 Seasons,,Gibson, Gary
,"Bridgeport , CT",Wisconsin,,2 Seasons,,Belcher, Kevin
25,"Royal Oak , MI",Michigan State,Denver Broncos,3rd season,WR,Fowler, Bennie
55,"Redwood Falls , MN",Minnesota,,3 Seasons,,Gallery, Jim
49,"Syracuse , NY",USC,,4 Seasons,,Wellman, Gary
,"Washington , DC",Michigan,,11 Seasons,,Ford, Len
31,,Cincinnati,,0 Season,,Young, Curtis
25,Croydon England,No College,Miami Dolphins,2nd season,OT,Okoye, Lawrence
47,"Youngstown , OH",Penn State,,5 Seasons,,Gerak, John
33,"Chicago , IL",Ashland,,4 Seasons,,Pendleton, Jeris
,"Cleveland , OH",Ashland,,3 Seasons,,Novotny, Ray
73,"Washington , PA",Nebraska,,6 Seasons,,Vactor, Ted
24,"Anderson , IN",Southern Utah,Detroit Lions,2nd season,SS,Killebrew, Miles
29,"Libertyville , IL",Missouri State,New Orleans Saints,8th season,TE,Harbor, Clay
37,,North Dakota State,,1 Season,,Klabo, Chuck
41,"Wilkes Barre , PA",Penn State,,3 Seasons,,Ostrowski, Phil
63,"Los Angeles , CA",USC,,5 Seasons,,Jackson, Melvin
65,"San Diego , CA",San Diego State,,2 Seasons,,Ferguson, Bill
34,,Northwestern State-Louisiana,,1 Season,,King, Michael
,,,,,,Gates, null
25,"North , SC",North Greenville,Tampa Bay Buccaneers,2nd season,WR,Martino, Freddie
26,,Murray State,,1 Season,,Tomlin, Roderick
46,"Tulsa , OK",Northern Illinois,,6 Seasons,,Johnson, LeShon
23,,Minnesota,Atlanta Falcons,Rookie,LB,Lynn, Jack
54,"Miami , FL",Mount Senario,,1 Season,,Jay, Craig
46,"Boynton Beach , FL",Mississippi,,2 Seasons,,Owens, Darrick
64,"Chula Vista , CA",USC,,11 Seasons,,Riley, Steve
40,"Clay Center , KS",Pittsburg State,,1 Season,,Peterson, Ben
32,"Houston , TX",Georgia Tech,,1 Season,,Hall, KaMichael
52,"Marrero , LA",LSU,,2 Seasons,,Jefferson, Norman
,,Mississippi State,,1 Season,,Chealander, Hal
45,"Malvern , AR",Arkansas,,5 Seasons,,Davis, Isaac
59,"Wichita , KS",Colorado State,,12 Seasons,,Bell, Mike
29,,Brigham Young,,1 Season,,Jacobson, McKay
27,"Valrico , FL",Central Michigan,Los Angeles Chargers,5th season,SS,Addae, Jahleel
23,,Kansas State,Denver Broncos,Rookie,DB,Barnett, Dante
67,"Port Arthur , TX",Southern Methodist,,4 Seasons,,Hammond, Gary
,"Calumet , MI",Notre Dame,,5 Seasons,,Larson, Ojay
,"Dubuque , IA",Springfield,,1 Season,,Watters, Len
57,"Dallas , TX",Grambling State,,13 Seasons,,Walls, Everson
64,"Gadsden , SC",Georgia,,2 Seasons,,Washington, Gene
,"Chicago , IL",Georgia Tech,,5 Seasons,,Giaver, Bill
,,Hofstra,,0 Season,,Haley, Cole
24,,Bloomsburg,Pittsburgh Steelers,1st season,OT,Feiler, Matt
26,"Detroit , MI",Cincinnati,New York Giants,3rd season,RB,Winn, George
31,"Texas City , TX",Jackson State,,5 Seasons,,Johnson, DJ
,"Baton Rouge , LA",Mississippi,,4 Seasons,,Weese, Norris
29,"Pembroke Pines , FL",Georgia,Cincinnati Bengals,8th season,DT,Atkins, Geno
70,"Fresno , CA",San Diego State,,2 Seasons,,Fisher, Doug
36,"Clinton , NC",North Carolina,,8 Seasons,,Aiken, Sam
28,,Tarleton State,,1 Season,,Lindholm, Garrett
35,"Pontiac , MI",San Diego State,,4 Seasons,,Webb, Jeff
,"Pittsburgh , PA",Pittsburgh,,3 Seasons,,Sack, Jack
,"Honolulu , HI",USC,,7 Seasons,,Ane, Charlie
48,,Oklahoma,,1 Season,,Gaddis, Mike
59,"Fort Knox , KY",Kentucky,,2 Seasons,,Kirchbaum, Kelly
,"El Dorado , AR",Southern Methodist,,2 Seasons,,Raborn, Buster
30,"Millsboro , DE",Pittsburgh,,5 Seasons,,Davis, C.J.
63,"Elizabeth , NJ",Rutgers,,3 Seasons,,Harris, Don
,,Georgia Tech,,1 Season,,Godwin, Walt
27,,Northwest Missouri State,,2 Seasons,,Kilgore, Chad
52,"Duarte , CA",Fresno State,,1 Season,,Hannemann, Cliff
59,"Hanford , CA",Washington,,12 Seasons,,Lee, Mark
,"Charleston , WV",Tennessee,,1 Season,,Thayer, Harry
54,"Heidelberg , MS",Mississippi Valley State,,1 Season,,Parker, Fred
58,"Phoenix , AZ",Arizona State,,5 Seasons,,Kohrs, Bob
30,"Abbeville , LA",Tennessee State,Baltimore Ravens,6th season,CB,Levine, Anthony
,"Minneapolis , MN",No College,,1 Season,,Chicken, Fred
58,"Houston , TX",Texas,,1 Season,,Bedford, Vance
34,"Augusta , GA",Georgia,,5 Seasons,,Harrison, Arnold
67,"Los Angeles , CA",Arizona State,,6 Seasons,,Hall, Windlan
,"Toledo , OH",Ohio State,,2 Seasons,,DiPierro, Raymond
28,,Akron,,1 Season,,Anderson, Jake
31,,Eastern Illinois,,3 Seasons,,Walters, Pierre
73,,Miles,,1 Season,,McCall, Ed
31,"Willmar , MN",Iowa,,5 Seasons,,Olsen, Seth
73,,Virginia Union,,1 Season,,Lewis, Herman
24,"Fort Lauderdale , FL",Tennessee State,Los Angeles Rams,4th season,OG,Rhaney, Demetrius
55,"Hattiesburg , MS",Alabama,,4 Seasons,,Carruth, Paul Ott
67,"Oxford , NE",Nebraska,,5 Seasons,,Kinney, Jeff
28,,Utah State,,1 Season,,Larsen, B.J.
24,"Miami , FL",Michigan,Detroit Lions,2nd season,QB,Rudock, Jake
25,"New Ellington , SC",Boise State,Dallas Cowboys,4th season,DE,Lawrence, Demarcus
27,,Pittsburgh,,1 Season,,Reed, Antwuan
,"Nelsonville , OH",Wabash,,1 Season,,Dalrymple, Slats
,"Canton , OH",Michigan State,,10 Seasons,,Saimes, George
37,"Washington , DC",Marshall,,10 Seasons,,Leftwich, Byron
25,"High Point , NC",California,Los Angeles Chargers,3rd season,LB,McCain, Chris
33,"Seattle , WA",Utah,Kansas City Chiefs,13th season,QB,Smith, Alex
55,"Melbourne , FL",Florida,,1 Season,,McCallister, Fred
34,"Houma , LA",Louisiana Tech,Cleveland Browns,11th season,CB,Williams, Tramon
,"Belpre , KS",Kansas State,,6 Seasons,,Webber, Dutch
86,"Detroit , MI",Wayne State (Mich.),,1 Season,,Jenkins, Walt
52,"Nashville , TN",Arkansas,,5 Seasons,,Edmonds, Bobby Joe
,"Mount Pleasant , IA",Miami (Fla.),,3 Seasons,,Lawrence, Larry
73,"Follansbee , WV",Dayton,,3 Seasons,,Ciccolella, Mike
38,"Folkston , GA",Georgia,,16 Seasons,,Bailey, Champ
61,"Sherman , TX",San Diego State,,8 Seasons,,Jackson, Terry
,"Memphis , TN",Eastern New Mexico,,1 Season,,Dial, Benjy
48,"Swarthmore , PA",Pennsylvania,,6 Seasons,,Valerio, Joe
,"Duncan , OK",No College,,6 Seasons,,Kelly, Tex
49,"New Orleans , LA",Grambling State,,10 Seasons,,Glover, Andrew
,"Memphis , TN",Memphis,,2 Seasons,,Taylor, Cliff
74,"Coos Bay , OR",Stanford,,1 Season,,Harris, Marv
,"Clinton , MA",Holy Cross,,1 Season,,Kittredge, Paul
40,"Shreveport , LA",Louisiana Tech,,7 Seasons,,Edwards, Troy
53,"Borger , TX",Texas,,1 Season,,Tillmon, Tony
,"Great Falls , MT",Fresno State,,6 Seasons,,Neville, Tom
,"Niagara Falls , NY",No College,,5 Seasons,,Mazza, Vince
,"Austin , TX",Mississippi State,,4 Seasons,,Patrick, Mike
,"Emmetsburg , IA",Washington-St. Louis,,2 Seasons,,Mahan, Bob
25,"Brooklyn , NY",Georgia State,,1 Season,,Agnew, Theo
67,"Cleveland , OH",USC,,8 Seasons,,Vella, John
64,"Magnolia , MS",Jackson State,,1 Season,,Marshall, James
,"Depere , WI",Marquette,,3 Seasons,,LaFleur, Joe
,"Salem , OR",Oregon State,,2 Seasons,,Lee, James
42,"Stanley , WI",Wis.-La Crosse,,6 Seasons,,Maslowski, Mike
,"Danbury , CT",Georgetown,,1 Season,,Ghecas, Lou
60,"Indianola , MS",Pittsburgh,,1 Season,,Walker, Elliott
,"Philadelphia , PA",Alabama,,5 Seasons,,Abruzzese, Ray
65,"Passaic , NJ",Delaware,,5 Seasons,,Johnson, Dennis
53,"Riverside , CA",Kansas,,6 Seasons,,Walton, Alvin
32,"Bartow , FL",Miami (Fla.),,1 Season,,Leggett, Lance
29,"Dallas , TX",USC,Seattle Seahawks,7th season,OLB,Morgan, Mike
25,"Columbus , OH",Georgia Tech,Los Angeles Rams,2nd season,SAF,Johnson, Isaiah
24,"Metaire , LA",LSU,Miami Dolphins,4th season,WR,Landry, Jarvis
,"Muncie , IN",No College,,2 Seasons,,Checkaye, Coonie
,,South Florida,,1 Season,,Landi, Evan
33,"Cincinnati , OH",Northwestern,New Orleans Saints,12th season,T,Strief, Zach
48,"South Holland , IL",Arizona State,,3 Seasons,,Fields, Floyd
37,"Houston , TX",Eastern Washington,,6 Seasons,,Chatman, Jesse
52,"Santa Monica , CA",Oklahoma,,1 Season,,Lashar, Tim
31,,Howard,,0 Season,,Hardie, Rudolph
24,"Sacramento , CA",Louisville,New York Jets,3rd season,OLB,Mauldin, Lorenzo
26,"Philadelphia , PA",James Madison,Jacksonville Jaguars,5th season,OG,Watford, Earl
50,"Washington , DC",Temple,,4 Seasons,,Johnson, Maurice
78,"Detroit , MI",Michigan State,,9 Seasons,,Arbanas, Fred
79,"Philadelphia , PA",Richmond,,1 Season,,Cavalli, Carmen
25,"North Palm Beach , FL",Auburn,Cleveland Browns,4th season,K,Parkey, Cody
38,"Scranton , PA",Wisconsin,,3 Seasons,,Ferrario, Bill
28,"Montesano , WA",Central Washington,New Orleans Saints,Rookie,LB,Bighill, Adam
,"Long Beach , CA",USC,,1 Season,,Timberlake, George
30,"Lagrange , GA",Kentucky,,2 Seasons,,Kelley, Braxton
55,"Denver , CO",Colorado State,,2 Seasons,,DeLine, Steve
,"Phil Campbell , AL",No College,,1 Season,,Scott, Bob
67,"Baltimore , MD",Notre Dame,,2 Seasons,,Gatewood, Tom
,"Hamilton , IL",Bradley,,1 Season,,Ormsbee, Elliott
30,"Dallas , TX",Texas Christian,Arizona Cardinals,5th season,LB,Washington, Daryl
75,"Cambridge , MA",Boston College,,5 Seasons,,O'Brien, Dave
,"Woodstock , IL",Notre Dame,,4 Seasons,,Zoia, Clyde
39,"Blacksburg , VA",Alabama-Birmingham,,1 Season,,Arians, Jake
46,"Arnold , MO",Iowa,,8 Seasons,,Wells, Mike
2017,,West Virginia,Philadelphia Eagles,Rookie,WR,Gibson, Shelton
47,"Ocala , FL",Miami (Fla.),,8 Seasons,,Thomas, Lamar
57,"High Point , NC",Kansas,,4 Seasons,,Wagoner, Dan
60,"Memphis , TN",Mississippi,,7 Seasons,,Weathers, Curtis
62,"Atlanta , GA",Iowa State,,1 Season,,Norman, Tony
24,"St. Louis , MO",Oklahoma,Philadelphia Eagles,3rd season,WR,Green-Beckham, Dorial
72,"Decatur , AL",Alabama,,3 Seasons,,Kelley, Les
81,"Los Angeles , CA",USC,,4 Seasons,,Roberts, C.R.
53,"Greensboro , NC",East Carolina,,2 Seasons,,Walker, Kevin
52,"Washington , DC",North Carolina,,4 Seasons,,Hamilton, Darrell
,"Birmingham , AL",Alabama,,8 Seasons,,Gilmer, Harry
35,"Laurel , MS",Auburn,,10 Seasons,,Campbell, Jason
53,"Homestead , FL",Tulane,,2 Seasons,,Tilton, Ron
53,,Akron,,1 Season,,Teifke, Mike
87,"Detroit , MI",Michigan State,,1 Season,,Planutis, Jerry
30,"Salinas , CA",Idaho State,Tampa Bay Buccaneers,8th season,OG,Smith, Evan
39,"Atlanta , GA",Troy,,2 Seasons,,Philyaw, Mareno
43,"Jacksonville , NC",Michigan State,,9 Seasons,,Reese, Ike
40,"Bloomington , IN",Stanford,,8 Seasons,,Walters, Troy
,"San Francisco , CA",San Jose State,,3 Seasons,,Johnson, Marvin
,"Spokane , WA",Minnesota,,2 Seasons,,Pharmer, Art
67,"Sparta , TN",West Virginia,,3 Seasons,,Farley, Dale
47,"Arlington Heights , IL",Notre Dame,,4 Seasons,,Knapp, Lindsay
42,"Abbeville , SC",Clemson,,5 Seasons,,Evans, Leomont
40,"Shreveport , LA",LSU,,4 Seasons,,Foster, Larry
21,"Monroe , LA",Louisiana Tech,Dallas Cowboys,Rookie,SAF,Woods, Xavier
36,"Detroit , MI",Penn State,,9 Seasons,,Adams, Anthony
21,"Hattiesburg , MS",Nicholls State,Buffalo Bills,Rookie,DB,Sanders, B.T.
,,St. Edmonds,,1 Season,,Knox, Charlie
70,"Bennettsville , SC",North Carolina A&T,,1 Season,,Pearson, Willie
38,"Los Angeles , CA",UCLA,,4 Seasons,,Anderson, Marques
57,"Columbus , OH",Florida State,,14 Seasons,,Lanier, Ken
,"Long Branch , NJ",Catawba,,1 Season,,Tomaini, Army
23,"Raleigh , NC",Georgia,Washington Redskins,2nd season,RB,Marshall, Keith
22,"Daly City , CA",Utah,Jacksonville Jaguars,3rd season,OG,Poutasi, Jeremiah
28,,Marian (Ind.),,1 Season,,Beilby, Coy
26,"Winston Salem , NC",Southern Illinois,,2 Seasons,,Agnew, Ray
51,"Pensacola , FL",Florida State,,1 Season,,Floyd, Victor
25,"Georgetown , SC",Catawba,Carolina Panthers,2nd season,DB,McCray, L.J.
,"Malden , MA",N.Y.U.,,1 Season,,Barrabee, Bob
59,"Halifax , VA",East Tennessee State,,8 Seasons,,Ferrell, Earl
26,"Rialto , CA",Idaho,,1 Season,,Walker, Gary
,Milan Italy,Notre Dame,,1 Season,,Savoldi, Joe
66,"Biloxi , MS",Southern Illinois,,6 Seasons,,Antoine, Lionel
76,"Earth , TX",Eastern New Mexico,,7 Seasons,,Jaquess, Pete
33,,North Texas,,1 Season,,Quinn, Johnny
34,,South Carolina,,0 Season,,Alston, Jon
40,"Greenville , SC",Carson-Newman,,2 Seasons,,Cerqua, Marq
22,,Temple,Indianapolis Colts,Rookie,QB,Walker, Phillip
35,"Belleville , MI",Eastern Michigan,,2 Seasons,,Harrison, Kevin
60,"Baltimore , MD",Michigan,,2 Seasons,,Seabron, Thomas
67,"San Diego , CA",San Diego State,,3 Seasons,,Peterson, Jim
31,"Eugene , OR",Idaho,,4 Seasons,,Vobora, David
,"Flemingsburg , KY",Centre,,1 Season,,King, Gus
57,"Mccomb , MS",Washington,,5 Seasons,,Allen, Anthony
26,"Oklahoma City , OK",Wisconsin,,2 Seasons,,Johnson, Shelton
29,"Greenville , SC",Furman,,1 Season,,Webb, R.J.
31,"Bethany , OK",Tulsa,,6 Seasons,,Chamberlain, Chris
27,,Miami (Fla.),,1 Season,,Campbell, Jared
,"Whipple , WV",Tennessee,,4 Seasons,,Cafego, George
59,"Temple , TX",Texas Tech,,5 Seasons,,Flowers, Larry
27,Nairobi Kenya,No College,,3 Seasons,,Adongo, Daniel
76,,No College,,1 Season,,Mallick, Fran
27,"Wichita , KS",Kansas State,,3 Seasons,,Harper, Chris
60,"Ahoskie , NC",East Carolina,,3 Seasons,,Harrell, Sam
26,"Brooksville , MS",Mississippi State,New York Giants,3rd season,LB,Skinner, Deontae
23,"Covington , LA",Louisiana-Lafayette,Indianapolis Colts,Rookie,DB,Riles, Al-Damion
57,"Bethesda , MD",Oklahoma,,6 Seasons,,Gary, Keith
51,Biarritz France,Georgia,,3 Seasons,,Tardits, Richard
34,"Minden , LA",LSU,,2 Seasons,,Pittman, Chase
62,"Camp Lejeune , NC",Delaware,,1 Season,,Patton, Bob
,"Parkersburg , WV",West Virginia Wesleyan,,5 Seasons,,Barnum, Len
23,"Huntsville , AL",Oklahoma State,Philadelphia Eagles,Rookie,OT,Salako, Victor
30,"Reading , MA",Harvard,,1 Season,,Pizzotti, Chris
,"Holland , TX",Tulsa,,6 Seasons,,Goodnight, Clyde
66,"Fort Worth , TX",Tulsa,,7 Seasons,,Barrett, Jean
37,,Western Carolina,,0 Season,,Carter, Jeremy
,"Carnegie , OK",Oklahoma City,,2 Seasons,,Schwab, Ray
22,"Walled Lake , MI",North Carolina State,Green Bay Packers,Rookie,SAF,Jones, Josh
,"Circleville , OH",Ohio State,,1 Season,,Eby, Byron
29,"American Fork , UT",Memphis,Kansas City Chiefs,4th season,OG,Devey, Jordan
53,"Memphis , TN",Memphis,,7 Seasons,,Fairs, Eric
72,"Forth Worth , TX",Texas Christian,,3 Seasons,,Alford, Bruce
27,"Miami , FL",Miami (Fla.),Indianapolis Colts,6th season,LB,Spence, Sean
,"Ridley Park , PA",Pennsylvania,,2 Seasons,,Quillen, Frank
51,"Midwest City , OK",Oklahoma,,1 Season,,Adkins, Kevin
62,"Mobile , AL",Alabama,,2 Seasons,,Harris, Paul
46,"Opelousas , LA",Grambling State,,4 Seasons,,Arvie, Herman
24,,Temple,,1 Season,,Harper, Kenneth
,"Detroit , MI",Texas-El Paso,,2 Seasons,,Belcher, Kevin
37,"Fontana , CA",Fresno State,,3 Seasons,,Harper, Alan
,"Austin , TX",Prairie View A&M,,5 Seasons,,Lee, Bivian
24,"Lithonia , GA",Mississippi State,Washington Redskins,3rd season,OLB,Smith, Preston
,"Denver , CO",Montana,,4 Seasons,,Kelly, Wild Bill
23,,Michigan,Baltimore Ravens,2nd season,DT,Henry, Willie
70,"Fort Worth , TX",Southern Methodist,,3 Seasons,,Richardson, Mike
37,"Shasta , CA",Sacramento State,,2 Seasons,,Ray, Ricky
46,"Durham , NC",South Carolina State,,1 Season,,Scott, Patrick
60,"Des Moines , IA",Brigham Young,,6 Seasons,,Ring, Bill
,"Puyallup , WA",Washington State,,1 Season,,McBride, Charlie
86,"Los Angeles , CA",USC,,5 Seasons,,Barry, Al
71,"Anderson , SC",Georgia,,2 Seasons,,Lawrence, Kent
25,,Nevada,Dallas Cowboys,1st season,DE,Jones, Lenny
36,"Washington , DC",Howard,,1 Season,,Ogden, Marques
57,"Las Cruces , NM",Kentucky,,1 Season,,Fielder, Don
,"Sherman , TX",Vanderbilt,,1 Season,,Ellis, John
31,"Waldo , OH",Edinboro,,1 Season,,Harris, Trevor
