,Age,Birth_Place,College,Current_Team,Experience,Position,First_Name,Last_Name
15004,52.0,"Richmond , VA",Virginia,,1 Season,,Perkins, Ray
15005,52.0,"Moscow , ID",Montana,,2 Seasons,,Pease, Brent
15006,23.0,"Orlando , FL",Arkansas,Detroit Lions,Rookie,DE,Ledbetter, Jeremiah
15007,66.0,"San Diego , CA",San Diego State,,3 Seasons,,West, Bob
15008,56.0,"Selma , CA",Middle Tennessee State,,8 Seasons,,Little, Dave
15009,34.0,"Oakland , CA",California,Buffalo Bills,11th season,OLB,Alexander, Lorenzo
15010,,,Mississippi State,,2 Seasons,,Harris, Amos
15011,,,Ohio State,,1 Season,,Gorrill, Flop
15012,40.0,"Riverdale , GA",Marshall,,11 Seasons,,Hanson, Chris
15013,44.0,Cameroon,Louisville,,12 Seasons,,Oben, Roman
15014,30.0,"Corpus Christi , TX",Baylor,,1 Season,,Pawelek, Joe
15015,68.0,"Cleveland , OH",Toledo,,2 Seasons,,Harris, Tony
15016,23.0,"Bessemer , AL",Florida State,Tampa Bay Buccaneers,3rd season,QB,Winston, Jameis
15017,24.0,"Fair Lawn , NJ",Temple,New York Jets,2nd season,WR,Anderson, Robby
15018,,"Syracuse , NY",Syracuse,,4 Seasons,,Matteo, Frank
15019,28.0,"Hamlet , NC",South Carolina,Los Angeles Chargers,6th season,OLB,Ingram, Melvin
15020,,,Ohio U.,,1 Season,,Gatling, Stafford
15021,71.0,"Dayton , OH",Eastern Kentucky,,2 Seasons,,Marsh, Aaron
15022,28.0,"Houston , TX",Alabama,Los Angeles Chargers,5th season,NT,Square, Damion
15023,46.0,"Bartow , FL",Florida State,,4 Seasons,,Roberson, James
15024,,"Attleboro , MA",Vermont,,1 Season,,Seyboth, Frank
15025,,"St. Augustine , FL",Florida A&M,,7 Seasons,,Galimore, Willie
15026,45.0,"Dallas , TX",New Mexico,,2 Seasons,,Jack, Eric
15027,65.0,"San Bernardino , CA",Idaho,,7 Seasons,,Van Duyne, Bob
15028,61.0,"Parma Heights , OH",Kentucky,,7 Seasons,,Kovach, Jim
15029,28.0,,Maine,,2 Seasons,,Kelley, Jeremy
15030,,"Fond Du Lac , WI",Marquette,,1 Season,,Aspatore, Ed
15031,52.0,"Washington , DC",Penn State,,2 Seasons,,Alexander, Rogers
15032,67.0,"Fremont , OH",Ashland,,1 Season,,Overmyer, Bill
15033,65.0,"Coshocton , OH",UCLA,,2 Seasons,,Barnes, Bruce
15034,29.0,"Dunlap , IL",Monmouth (Ill.),Tennessee Titans,2nd season,QB,Tanney, Alex
15035,54.0,"Montgomery , AL",Cal State-Fullerton,,1 Season,,Calhoun, Rick
15036,,"Roscoe , PA",Tennessee-Chattanooga,,3 Seasons,,Koeninger, Art
15037,,"Weatherford , OK",Oklahoma,,8 Seasons,,West, Stan
15038,,"Old Forge , PA",Bucknell,,8 Seasons,,Tomasetti, Lou
15039,27.0,"Peachtree City , GA",Appalachian State,Detroit Lions,5th season,P,Martin, Sam
15040,,"Gadsden , AL",Alabama,,2 Seasons,,Watford, Jerry
15041,,"Cleveland , OH",Ohio U.,,10 Seasons,,Adams, Chet
15042,30.0,,Bethel College (Tenn.),,3 Seasons,,Jasper, Michael
15043,28.0,,South Florida,,1 Season,,Alvarado, Delbert
15044,,"Spokane , WA",Washington State,,10 Seasons,,Yarno, George
15045,36.0,,Sacramento State,,2 Seasons,,Cavka, Marko
15046,33.0,"Sharon , PA",Michigan,,7 Seasons,,Jackson, Marlin
15047,56.0,"Nashville , TN",Tennessee State,,3 Seasons,,Ransom, Brian
15048,,"Cedar Rapids , IA",Iowa,,3 Seasons,,Farmer, Tom
15049,26.0,"Richmond , CA",California,Denver Broncos,5th season,RB,Anderson, C.J.
15050,23.0,"Chicago , IL",Virginia Tech,Dallas Cowboys,Rookie,DT,Baron, Woody
15051,,,Mississippi,,1 Season,,Johnson, Joe
15052,,"Carnegie , PA",Centre,,1 Season,,Kottler, Marty
15053,79.0,"Grand Rapids , MI",Sacramento State,,2 Seasons,,Chamberlain, Dan
15054,30.0,"Long Beach , CA",USC,Chicago Bears,9th season,QB,Sanchez, Mark
15055,67.0,"Atlanta , GA",Georgia Tech,,2 Seasons,,Harkey, Steve
15056,65.0,"Mcalester , OK",Tulsa,,9 Seasons,,King, Steve
15057,56.0,"Shamokin , PA",Delaware,,2 Seasons,,Reeder, Dan
15058,,"Monroe , MI",Detroit Mercy,,4 Seasons,,Lauer, Dutch
15059,30.0,,Wyoming,,1 Season,,Gipson, Marcell
15060,67.0,"Hillsboro , ND",North Dakota State,,1 Season,,Hanson, Dick
15061,,"Waltham , MA",Holy Cross,,2 Seasons,,Fitzgerald, Jim
15062,50.0,"Orlando , FL",Eastern Kentucky,,1 Season,,Harris, Elroy
15063,56.0,"Madison , WI",UCLA,,1 Season,,Neuheisel, Rick
15064,62.0,"Kankakee , IL",Eastern Illinois,,9 Seasons,,Petersen, Ted
15065,29.0,"Raiford , FL",Clemson,,1 Season,,Alexander, Kevin
15066,66.0,"Bethlehem , PA",Penn State,,12 Seasons,,Parsons, Bob
15067,46.0,Nu'uuli American Samoa,Nevada-Las Vegas,,6 Seasons,,Palelei, Lonnie
15068,55.0,"Jacksonville , FL",Vanderbilt,,3 Seasons,,Matthews, Allama
15069,75.0,"Neptune , NJ",Indiana,,11 Seasons,,Ramsey, Nate
15070,,"Red Lake Falls , MN",St. Thomas,,3 Seasons,,Baril, Adryen
15071,30.0,"Perryton , TX",Army,,4 Seasons,,Campbell, Caleb
15072,63.0,"Crystal River , FL",Mississippi Valley State,,9 Seasons,,Feacher, Ricky
15073,34.0,"St. Joseph , MO",Utah State,,3 Seasons,,Chick, John
15074,69.0,"Englewood , CO",Colorado,,1 Season,,Engel, Steve
15075,40.0,"Birmingham , AL",Tennessee Tech,,1 Season,,Chamblin, Corey
15076,,"Massillon , OH",Denison,,4 Seasons,,Reese, Dave
15077,82.0,"Pineville , OR",Oregon,,1 Season,,Aschbacher, Darrel
15078,,"Bisbee , AZ",Texas,,1 Season,,Dawson, Gib
15079,61.0,"Miami , FL",Pittsburgh,,9 Seasons,,Johnson, Cecil
15080,27.0,"Milwaukee , WI",Wisconsin,Cleveland Browns,6th season,G,Zeitler, Kevin
15081,,"Tomahawk , WI",Wisconsin,,17 Seasons,,Webster, Mike
15082,49.0,"San Marcos , TX",Brigham Young,,14 Seasons,,Detmer, Ty
15083,27.0,,Brigham Young,,1 Season,,Kaveinga, Uona
15084,56.0,"Columbus , OH",Ohio State,,3 Seasons,,Riehm, Chris
15085,,"Knoxville , TN",Tennessee,,2 Seasons,,Vaughan, Pug
15086,33.0,"Martin , TN",Tennessee,,3 Seasons,,Harrell, Justin
15087,34.0,,Nebraska,,0 Season,,Shanle, Andrew
15088,30.0,"Pittsburgh , PA",California (PA),,4 Seasons,,Johnson, Terrence
15089,64.0,"Dinwiddie , VA",North Carolina A&T,,3 Seasons,,Ragsdale, George
15090,77.0,"St. Francis , KS",Kansas State,,1 Season,,Evans, Dale
15091,,"New Philidelphia , PA",Richmond,,1 Season,,Laurinaitis, Frank
15092,63.0,"Waco , TX",North Texas,,9 Seasons,,Reece, Beasley
15093,,"Toledo , OH",Toledo,,3 Seasons,,Saunders, John
15094,,,Marshall,Kansas City Chiefs,Rookie,TE,Byrd, Emanuel
15095,64.0,"Denver , CO",Nevada-Las Vegas,,1 Season,,Haggerty, Steve
15096,30.0,"Baton Rouge , LA",Louisiana-Lafayette,,4 Seasons,,Davis, Hall
15097,,"Coushatta , LA",Grambling State,,1 Season,,Watson, Ed
15098,,"Greensburg , PA",Princeton,,1 Season,,Keck, Stan
15099,42.0,"Chicago , IL",Mississippi,,8 Seasons,,Wayne, Nate
15100,35.0,"Indianapolis , IN",Yale,,7 Seasons,,Lawrie, Nate
15101,,"Eutaw , AL",Alabama,,9 Seasons,,Lee, Bill
15102,34.0,,Linfield,,1 Season,,Elliott, Brett
15103,40.0,"Pascagoula , MS",LSU,,3 Seasons,,Jackson, Al
15104,,"Miamisburg , OH",No College,,1 Season,,Kinderdine, Shine
15105,,"Warren , RI",Rhode Island,,1 Season,,Abbruzzi, Duke
15106,66.0,"Lynwood , CA",Cal State-Fullerton,,3 Seasons,,Ernst, Mike
15107,28.0,,Central Connecticut State,,1 Season,,Paul, Josue
15108,,,Central Michigan,Tennessee Titans,Rookie,RB,Bacci, Joe
15109,,"Medford , MA",Detroit Mercy,,1 Season,,Gillis, Joe
15110,,"Hibbing , MN",Duquesne,,8 Seasons,,Perko, John
15111,43.0,"Dothan , AL",Alabama-Birmingham,,7 Seasons,,Reese, Izell
15112,38.0,"Oklahoma City , OK",Oklahoma State,,7 Seasons,,Rivers, Marcellus
15113,,"Fullerton , KY",Cincinnati,,11 Seasons,,Nickel, Elbie
15114,70.0,"Greenville , SC",Maryland East. Shore,,13 Seasons,,Thompson, Bill
15115,25.0,"Sacramento , CA",Miami (Fla.),Los Angeles Chargers,3rd season,TE,Cleveland, Asante
15116,27.0,"Bloomfield , CT",Rutgers,Chicago Bears,5th season,DB,Cooper, Marcus
15117,,,Northwestern,,2 Seasons,,Volz, Pete
15118,48.0,"Fort Washington , MD",Georgia Tech,,2 Seasons,,Tiggle, Calvin
15119,70.0,"Martinez , CA",Oregon State,,10 Seasons,,Vanderbundt, Skip
15120,81.0,"Great Falls , MT",Montana State,,1 Season,,Warzeka, Ron
15121,23.0,,Mississippi State,Green Bay Packers,Rookie,LB,Calvin, Johnathan
15122,34.0,"Gilbert , AZ",Harvard,Tampa Bay Buccaneers,13th season,QB,Fitzpatrick, Ryan
15123,54.0,"Starkville , MS",Alabama,,3 Seasons,,Carter, Joe
15124,25.0,"Los Angeles , CA",USC,Jacksonville Jaguars,3rd season,OLB,Pullard, Hayes
15125,23.0,,Vanderbilt,New England Patriots,Rookie,OT,Jelks, Andrew
15126,68.0,"Amory , MS",Alcorn State,,2 Seasons,,Hadley, David
15127,53.0,"Marshfield , WI",Wis.-Eau Claire,,1 Season,,Weigel, Lee
15128,60.0,"West Monore , LA",Louisiana Tech,,7 Seasons,,Anderson, Larry
15129,68.0,"Richmond , VA",Virginia Union,,1 Season,,Mallory, Irvin
15130,57.0,"Tifton , GA",Illinois State,,1 Season,,Office, Tony
15131,23.0,"Pompano Beach , FL",Miami (Fla.),Minnesota Vikings,Rookie,WR,Coley, Stacy
15132,,"Philadelphia , PA",Pennsylvania,,7 Seasons,,Reagan, Frank
15133,69.0,"Minneapolis , MN",Oklahoma,,10 Seasons,,Zabel, Steve
15134,30.0,,North Dakota State,,1 Season,,Gatlin, Josh
15135,55.0,"Carroll , IA",Kansas,,7 Seasons,,Fairchild, Paul
15136,57.0,"Texarkana , TX",Tulane,,1 Season,,Lewis, Marvin
15137,42.0,"Coconut Creek , FL",Texas A&M - Kingsville,,14 Seasons,,Harris, Al
15138,55.0,"Kailua , HI",Hawaii,,2 Seasons,,Akiu, Mike
15139,23.0,"Bakersfield , CA",Michigan,Seattle Seahawks,3rd season,DE,Clark, Frank
15140,68.0,"Cleveland , MS",Mississippi,,14 Seasons,,Manning, Archie
15141,,"Tonawanda , NY",Columbia,,1 Season,,Fisher, Eddie
15142,25.0,"San Diego , CA",Stanford,Atlanta Falcons,5th season,TE,Toilolo, Levine
15143,,"Laurel , DE",Virginia,,4 Seasons,,Elliott, Carl
15144,36.0,,No College,,1 Season,,Watts, Daniel
15145,22.0,"New Orleans , LA",Louisiana Tech,Denver Broncos,Rookie,WR,Henderson, Carlos
15146,53.0,"Elgin , IL",Northern Illinois,,2 Seasons,,Kellar, Scott
15147,,"Harvey , IL",Notre Dame,,3 Seasons,,Beinor, Ed
15148,,,San Jose State,,1 Season,,Noa, Kaiser
15149,,"Clarksburg , WV",West Virginia,,1 Season,,Oliker, Aaron
15150,65.0,"Piqua , OH",Michigan,,5 Seasons,,Gallagher, Dave
15151,38.0,"Lufkin , TX",Midwestern State,,9 Seasons,,Gilmore, Bryan
15152,25.0,,Arizona,,1 Season,,Ebbele, Fabbians
15153,29.0,,Auburn,,1 Season,,Washington, Demond
15154,37.0,"San Francisco , CA",Boston College,,6 Seasons,,Walls, Lenny
15155,,,,,,,Talbott, Jim
15156,,"Ione , WA",Washington State,,1 Season,,Ellersick, Don
15157,,"Faribault , MN",Iowa,,7 Seasons,,Fleckenstein, Bill
15158,60.0,"El Centro , CA",Hawaii,,1 Season,,Haslip, Wilbert
15159,24.0,"Baton Rouge , LA",LSU,New York Jets,3rd season,DT,Johnson, Anthony
15160,67.0,"Magnolia , AR",Henderson State,,4 Seasons,,Lefear, Billy
15161,29.0,,Catawba,,1 Season,,Hartsell, Julian
15162,40.0,,Rutgers,,1 Season,,Hampton, Wayne
15163,,,Grand Valley State,,1 Season,,Fox, Jeff
15164,39.0,"Queens , NY",Mississippi,,10 Seasons,,Reyes, Tutan
15165,,"Rochester , NY",Syracuse,,1 Season,,Forsyth, Ben
15166,75.0,"Chicago , IL",South Dakota State,,9 Seasons,,Rasmussen, Wayne
15167,26.0,"Lexington , KY",Nebraska,New England Patriots,5th season,RB,Burkhead, Rex
15168,32.0,,Michigan,,3 Seasons,,Riley, Rueben
15169,82.0,"Indianapolis , IN",Indianapolis,,2 Seasons,,Nyers, Dick
15170,,,Arizona State,Baltimore Ravens,Rookie,WR,White, Tim
15171,24.0,"Venice Beach , CA",Colorado,Los Angeles Rams,2nd season,WR,Spruce, Nelson
15172,,"Pottsville , PA",Villanova,,1 Season,,Lebengood, Fungy
15173,27.0,"Indianapolis , IN",Western Kentucky,Indianapolis Colts,5th season,TE,Doyle, Jack
15174,54.0,"San Bernardino , CA",Idaho State,,1 Season,,MacDonald, Dan
15175,25.0,"Salinas , CA",Wyoming,Kansas City Chiefs,4th season,DB,Huff, Marqueston
15176,30.0,"Aurora , IL",Purdue,,3 Seasons,,Magee, Alex
15177,75.0,"Los Angeles , CA",U. of Pacific,,3 Seasons,,Latzke, Paul
15178,,"Cleveland , OH",California,,1 Season,,Newmeyer, Don
15179,60.0,"Louisville , KY",Kentucky,,2 Seasons,,Ramey, Jim
15180,36.0,"Riverside , CA",Washington,,4 Seasons,,Akbar, Hakim
15181,28.0,"San Pedro , CA",UCLA,,4 Seasons,,Yount, Christian
15182,,"Savannah , GA",Georgia Tech,,6 Seasons,,Anderson, Taz
15183,31.0,"Lithia Springs , GA",Kentucky,,4 Seasons,,Lindley, Trevard
15184,51.0,"Edgecombe Co. , NC",Winston-Salem State,,6 Seasons,,Frank, Donald
15185,26.0,,Emporia State,,3 Seasons,,Schiltz, Adam
15186,54.0,"Starkville , MS",Mississippi Valley State,,20 Seasons,,Rice, Jerry
15187,22.0,"Chicago , IL",Eastern Michigan,Detroit Lions,Rookie,DE,O'Connor, Pat
15188,,"Chicago , IL",Illinois,,1 Season,,Carney, Chuck
15189,,"Woodland , CA",Oregon State,,6 Seasons,,Didion, John
15190,28.0,"Plainview , TX",West Texas A&M,Arizona Cardinals,4th season,WR,Golden, Brittan
15191,84.0,"San Antonio , TX",Santa Monica Coll. CA (J.C.),,2 Seasons,,Harris, John
15192,31.0,"New Orleans , LA",LSU,Atlanta Falcons,9th season,DE,Jackson, Tyson
15193,35.0,"Iverness , FL",South Florida,,2 Seasons,,Pierson, Shurron
15194,31.0,"Richmond , VA",Virginia Tech,,3 Seasons,,Harris, Macho
15195,71.0,"Dayton , OH",Michigan State,,2 Seasons,,Garrett, Drake
15196,32.0,"Homestead , FL",Florida,,2 Seasons,,Harris, Steven
15197,34.0,"Norton , VA",Virginia Tech,,2 Seasons,,Hamilton, Justin
15198,26.0,"Beaverton , OR",Oregon,Philadelphia Eagles,4th season,DE,Hart, Taylor
15199,,"Honolulu , HI",St. Mary's (CA),,2 Seasons,,Wedemeyer, Herman
15200,24.0,"Bolingbrook , IL",Illinois,Indianapolis Colts,2nd season,RB,Ferguson, Josh
15201,31.0,"Pomona , CA",Fresno State,Carolina Panthers,8th season,G,Wendell, Ryan
15202,24.0,"New Orleans , LA",Tulane,Washington Redskins,2nd season,RB,Kelley, Rob
15203,36.0,"Houston , TX",Texas,,13 Seasons,,Redding, Cory
15204,70.0,"Fort Worth , TX",Trinity Valley CC TX,,4 Seasons,,Adkins, Margene
15205,84.0,"Jeannette , PA",Florida,,3 Seasons,,O'Brien, Jack
15206,28.0,,Georgia,,1 Season,,Figgins, Bruce
15207,40.0,"Starkville , MS",Clemson,,7 Seasons,,Edwards, Antuan
15208,26.0,"Medina , OH",Harvard,San Francisco 49ers,5th season,FB,Juszczyk, Kyle
15209,25.0,,Boston College,,2 Seasons,,Rettig, Chase
15210,28.0,,Valdosta State,,5 Seasons,,Dean, Larry
15211,26.0,"Thomaston , GA",Baylor,New York Jets,3rd season,QB,Petty, Bryce
15212,53.0,,Arkansas-Pine Bluff,,1 Season,,Parks, Rickey
15213,30.0,"New Brunswick , NJ",Rutgers,,6 Seasons,,Underwood, Tiquan
15214,52.0,,Western Carolina,,1 Season,,Davis, Fred
15215,32.0,"Clarksdale , MS",Mississippi,,4 Seasons,,Harris, Darryl
15216,39.0,"Graceville , FL",Central Missouri State,,1 Season,,Weatherington, Colston
15217,30.0,"Stockton , CA",Hawaii,,4 Seasons,,Estes, John
15218,,,Hobart,,2 Seasons,,Dimick, Don
15219,57.0,"McKeesport , PA",Penn State,,1 Season,,Opfar, Dave
15220,27.0,"Baton Rouge , LA",Tennessee,Philadelphia Eagles,4th season,OG,Thomas, Dallas
15221,40.0,"Milford , DE",Notre Dame,,10 Seasons,,Petitgout, Luke
15222,37.0,"Marquette , MI",Penn State,,10 Seasons,,Gilmore, John
15223,,"Caspian , MI",St. Edward's,,1 Season,,Sarafiny, Al
15224,65.0,"Park Forest , IL",Illinois,,12 Seasons,,McCarren, Larry
15225,,"Hoquiam , WA",Washington State,,2 Seasons,,Bell, Kay
15226,,"Evansville , IN",DePauw,,1 Season,,Denton, Winnie
15227,51.0,"Orangeburg , SC",South Carolina State,,12 Seasons,,Harper, Dwayne
15228,21.0,"Texas City , TX",Texas,Houston Texans,Rookie,RB,Foreman, D'Onta
15229,39.0,"Dalton , GA",Middle Tennessee State,,2 Seasons,,Hall, Barry
15230,23.0,,Central Arkansas,Jacksonville Jaguars,2nd season,DE,Woodard, Jonathan
15231,57.0,"Sewickley , PA",Maryland,,1 Season,,Pacella, Dave
15232,26.0,,Kansas State,,1 Season,,Zimmerman, Ty
15233,56.0,"Los Angeles , CA",Utah,,6 Seasons,,Haley, Darryl
15234,,,,,,,Catalano, Tony
15235,,"San Jose , CA",Stanford,,2 Seasons,,Kmetovic, Pete
15236,45.0,"Boston , MA",Notre Dame,,5 Seasons,,Dawson, Lake
15237,42.0,"Waynesboro , VA",Clinch Valley,,1 Season,,Bell, Shonn
15238,28.0,"Orange , TX",Texas,Seattle Seahawks,8th season,FS,Thomas, Earl
15239,56.0,"Columbus , OH",West Virginia,,4 Seasons,,Fowlkes, Dennis
15240,,"Shenandoah , PA",Butler,,3 Seasons,,Cavosie, John
15241,29.0,"Little Rock , AR",Arkansas,Dallas Cowboys,9th season,RB,McFadden, Darren
15242,35.0,"Columbus , OH",Louisville,,5 Seasons,,Harris, Antoine
15243,46.0,"Genesco , IL",Illinois,,1 Season,,Allen, Derek
15244,46.0,"Natchez , MS",Alcorn State,,4 Seasons,,Tillman, Cedric
15245,29.0,"Mission Viejo , CA",Oregon State,,1 Season,,Peat, Gregg
15246,54.0,"Marietta , OH",West Virginia,,3 Seasons,,Barrows, Scott
15247,54.0,"South Bend , IN",Santa Clara,,1 Season,,Faylor, John
15248,58.0,"Richland , WA",Hawaii,,3 Seasons,,Kafentzis, Mark
15249,,"Hallettsville , TX",No College,,1 Season,,King, Emmett
15250,71.0,"Greenwood , SC",Georgia,,9 Seasons,,Scott, Jake
15251,,"Braddock , PA",Grove City,,1 Season,,Wall, Eddie
15252,55.0,"Miami , FL",Pittsburgh,,1 Season,,McCall, Joe
15253,35.0,"Charleston , WV",Ohio State,,7 Seasons,,Scott, Darrion
15254,31.0,,Michigan State,,1 Season,,Warrick, Nehemiah
15255,,"St. Paul , MN",St. Thomas,,13 Seasons,,Kiesling, Walt
15256,29.0,"Oklahoma City , OK",Oklahoma,,5 Seasons,,Franks, Dominique
15257,33.0,"Merced , CA",Fresno State,,2 Seasons,,Mathis, Wendell
15258,28.0,"Sacramento , CA",Washington,Miami Dolphins,8th season,OLB,Butler, Donald
15259,64.0,"Dallas , TX",Houston,,1 Season,,Roberts, Hal
15260,39.0,"Portland , OR",Oregon State,,3 Seasons,,Koch, Aaron
15261,29.0,"Bothell , WA",Idaho,New Orleans Saints,6th season,DB,Keo, Shiloh
15262,28.0,"Austin , TX",Arizona,Philadelphia Eagles,6th season,QB,Foles, Nick
15263,25.0,St. Thomas Virgin Islands,Brigham Young,Baltimore Ravens,1st season,DB,Daniel, Robertson
15264,37.0,"Salisbury , MD",Tulsa,,9 Seasons,,Shaffer, Kevin
15265,,"Joliet , IL",Michigan,,3 Seasons,,Fortune, Bill
15266,62.0,"Great Lakes Naval Base , IL",Purdue,,8 Seasons,,Dierking, Scott
15267,54.0,,Appalachian State,,1 Season,,Armstrong, Jimmy
15268,32.0,"St. Louis , MO",Arkansas-Pine Bluff,,5 Seasons,,Ali, Charles
15269,27.0,"Lakewood , OH",Oklahoma,Dallas Cowboys,6th season,TE,Hanna, James
15270,63.0,"Waco , TX",Southern Methodist,,2 Seasons,,Johns, Freeman
15271,,"Shenandoah , PA",Fordham,,6 Seasons,,Babartsky, Al
15272,62.0,"York , NE",Doane,,2 Seasons,,Ulmer, Mike
15273,29.0,"Oakland , CA",South Carolina,,3 Seasons,,Norwood, Eric
15274,57.0,"Mount Vernon , WA",Washington State,,2 Seasons,,Flones, Brian
15275,30.0,"Delray Beach , FL",North Alabama,,6 Seasons,,Parker, Preston
15276,53.0,"Cincinnati , OH",Cincinnati,,1 Season,,Niehoff, Rob
15277,24.0,"Piscataway , NJ",James Madison,Carolina Panthers,3rd season,FS,Marlowe, Dean
15278,,"Cleveland , OH",Ohio State,,3 Seasons,,Raskowski, Leo
15279,32.0,"Gainesville , FL",Webber International FL,,2 Seasons,,Anderson, Vince
15280,77.0,"Fargo , ND",Concordia (Ill.),,11 Seasons,,Larsen, Gary
15281,44.0,"Pittsburg , CA",Brigham Young,,6 Seasons,,Pilgrim, Evan
15282,38.0,"Galveston , TX",Michigan State,,4 Seasons,,Randall, Greg
15283,,"Elkton , MD",Kentucky,,7 Seasons,,Davis, Doug
15284,,"Yonkers , NY",Notre Dame,,1 Season,,Law, John
15285,31.0,,Montana,,2 Seasons,,Balogh, Cody
15286,21.0,"Richmond , CA",UCLA,Atlanta Falcons,Rookie,DE,McKinley, Takkarist
15287,39.0,"Bainbridge , OH",Ohio State,,6 Seasons,,Walter, Tyson
15288,,"Robertsdale , AL",Auburn,,9 Seasons,,Childress, Joe
15289,,,Notre Dame,Carolina Panthers,Rookie,CB,Luke, Cole
15290,,"Salyersville , KY",Kentucky,,2 Seasons,,Lindon, Luke
15291,52.0,"Los Angeles , CA",Kansas,,4 Seasons,,Norseth, Mike
15292,44.0,Greenock Scotland,Washington,,1 Season,,Peterson, Andrew
15293,,"Seaside , OR",Oregon State,,5 Seasons,,Carpenter, Ken
15294,32.0,,East Stroudsburg,,4 Seasons,,Parrish, Ken
15295,,"Mount Carmel , PA",Bucknell,,5 Seasons,,Kostos, Tony
15296,,,Oregon,Houston Texans,Rookie,TE,Baylis, Evan
15297,,"Fort Wayne , IN",Manchester,,1 Season,,Banet, Herb
15298,35.0,"Chandler , AZ",Washington,,8 Seasons,,Johnson, Tank
15299,57.0,"Bozeman , MT",Northwestern (Minn.),,1 Season,,Wagner, Vincent
15300,,"Bryan , OH",No College,,2 Seasons,,Young, Russ
15301,56.0,"San Francisco , CA",California,,6 Seasons,,Camp, Reggie
15302,44.0,"Moss Point , MS",Florida,,2 Seasons,,Jackson, Jack
15303,53.0,"Norristown , PA",Kutztown,,1 Season,,DiRico, Robert
15304,27.0,"Laurinburg , NC",North Carolina State,,4 Seasons,,Manning, Terrell
15305,24.0,"Fort Knox , KY",Louisville,Los Angeles Rams,3rd season,OG,Brown, Jamon
15306,62.0,"Miami , OK",Oklahoma,,4 Seasons,,Owens, Tinker
15307,25.0,"Staten Island , NY",Florida,Los Angeles Rams,4th season,DT,Easley, Dominique
15308,28.0,,Louisiana-Monroe,,2 Seasons,,Jackson, Cardia
15309,22.0,"Vicksburg , MS",Southern Mississippi,San Francisco 49ers,1st season,OT,Price, Norman
15310,69.0,"Opelika , AL",Auburn,,7 Seasons,,Kolen, Mike
15311,39.0,"Huntsville , AL",Alabama A&M,,1 Season,,Hambrick, Kenyon
15312,22.0,,North Carolina,Arizona Cardinals,Rookie,RB,Logan, T.J.
15313,82.0,"Lubbock , TX",Arizona State,,6 Seasons,,Osborne, Clancy
15314,46.0,"New Orleans , LA",Mississippi Valley State,,13 Seasons,,Ambrose, Ashley
15315,31.0,,Wesleyan,,2 Seasons,,Beavers, Larry
15316,56.0,"Everett , WA",Auburn,,4 Seasons,,Harris, Bob
15317,63.0,"Crockett , TX",Oklahoma,,10 Seasons,,Washington, Joe
15318,50.0,"Las Vegas , NV",Michigan State,,1 Season,,Ezor, Blake
15319,,"Salem , OR",Ohio Wesleyan,,2 Seasons,,Westfall, Ed
15320,55.0,"Berwyn , IL",Northern Iowa,,1 Season,,Webster, Kevin
15321,31.0,"New Haven , CT",Kansas State,,7 Seasons,,Jackson, Rob
15322,78.0,"Fort Worth , TX",Texas-Arlington,,8 Seasons,,Hart, Doug
15323,53.0,"Jacksonville , FL",Bethune-Cookman,,2 Seasons,,Gonzalez, Leon
15324,32.0,"Houston , TX",Texas A&M,,3 Seasons,,Harrington, Chris
15325,32.0,"Boca Raton , FL",Louisiana-Lafayette,,1 Season,,Chery, Jason
15326,23.0,"Washington , DC",Maryland,Pittsburgh Steelers,2nd season,SS,Davis, Sean
15327,46.0,,Nicholls State,,1 Season,,Nelson, Royce
15328,52.0,"Miami , FL",Michigan State,,7 Seasons,,Bell, Anthony
15329,,"Newark , NJ",Kansas State,,1 Season,,Weiner, Bernie
15330,34.0,"Houston , TX",Texas Tech,,9 Seasons,,Ramirez, Manny
15331,80.0,"Monroe , LA",Texas Christian,,1 Season,,Gault, Billy
15332,37.0,"St. Ansgar , IA",Northern Iowa,,5 Seasons,,Hannam, Ryan
15333,35.0,"Solon , OH",Ohio State,,5 Seasons,,Carter, Drew
15334,47.0,"Kansas City , MO",Oklahoma,,11 Seasons,,Belser, Jason
15335,64.0,"Fayetville , NC",Georgia Tech,,6 Seasons,,Harris, Joe
15336,66.0,"Denton , IL",Missouri,,2 Seasons,,Anderson, Scott
15337,29.0,", OH",Ohio State,,4 Seasons,,Ballard, Jake
15338,,"St. Louis , MO",William Jewell,,1 Season,,Gillespie, Fernandars
15339,27.0,,Central Arkansas,,1 Season,,Carter, Markell
15340,60.0,"Milwaukee , WI",Lincoln (MO),,1 Season,,Scardina, John
15341,65.0,"Brownsville , PA",Ohio State,,2 Seasons,,Pagac, Fred
15342,49.0,"Concord , NC",South Carolina,,1 Season,,Parker, Daren
15343,,"Johnstown , PA",Washington & Jefferson,,2 Seasons,,Demas, George
15344,57.0,"Pittsburgh , PA",Duke,,11 Seasons,,Baldinger, Brian
15345,64.0,"Floyd Co. , GA",Georgia,,2 Seasons,,Johnson, Randy
15346,70.0,"Fort Pierce , FL",Colorado State,,2 Seasons,,Lavan, Al
15347,50.0,"San Jose , CA",UCLA,,5 Seasons,,Wahler, Jim
15348,56.0,"Detroit , MI",Ohio State,,4 Seasons,,Foster, Jerome
15349,29.0,"Fort Lewis , WA",Texas,Jacksonville Jaguars,9th season,DT,Miller, Roy
